category,rating,label,clean_text
Movies_&_TV,3.0,0,decent movie disappointed movie slow many
Movies_&_TV,1.0,0,worst star trek movie ever seen reason gave
Movies_&_TV,5.0,0,great movie lot fun story line good not good one
Movies_&_TV,5.0,0,really outstanding entertainmentat great price movie good one
Movies_&_TV,5.0,1,pure entertainment b movie not go wrong
Movies_&_TV,5.0,1,great dvd set great story started rematching
Movies_&_TV,4.0,1,thing get bit crazy allot revenge good season
Movies_&_TV,4.0,1,tenderhearted story might little slow moving
Movies_&_TV,5.0,1,zootopia well made movie good moral story
Movies_&_TV,5.0,1,happy fantasy movie happy ending rex harrison best
Movies_&_TV,1.0,1,never get back time wasted ridiculous show
Movies_&_TV,5.0,1,great show watched via amazon prime started season two
Movies_&_TV,4.0,1,pleasant way spend evening not profound
Movies_&_TV,5.0,1,not quite mel brook certainly close second
Movies_&_TV,5.0,1,well acted directed dickens classic must see
Movies_&_TV,1.0,1,not like either married relationship
Movies_&_TV,4.0,1,not good movie daughter still like
Movies_&_TV,5.0,1,funny different typical tv show highly reccomended
Movies_&_TV,2.0,1,boring movie canada scenery nice
Movies_&_TV,4.0,1,hilarious not funny tyler perry movie enjoyable
Movies_&_TV,5.0,1,awesome show love not wait till next season
Movies_&_TV,1.0,1,hated film not favorite zac efron movie
Movies_&_TV,5.0,1,nothing better get patriotic blood running wonderful movie
Movies_&_TV,5.0,1,although two gladiator little better one good also
Movies_&_TV,5.0,1,wonderful comedy excellent acting writing not wait season
Movies_&_TV,3.0,1,interesting story bit acted real person
Movies_&_TV,5.0,1,wonderful happy find diagnosis murder movie enjoyed much
Movies_&_TV,1.0,1,could would get no star hate
Movies_&_TV,5.0,1,son love show enjoy watching
Movies_&_TV,4.0,1,serious interesting movie great shoot em people like
Movies_&_TV,2.0,1,great show till larry envisioned great savior black
Movies_&_TV,5.0,1,entertaining movie loved not wait next chapter
Movies_&_TV,5.0,1,excellent cast storyline humorous not miss one
Movies_&_TV,4.0,1,see find symbolism heaven like experience
Movies_&_TV,5.0,1,truly feel good series hated see end
Movies_&_TV,5.0,1,grew watching series entire series
Movies_&_TV,2.0,1,mistake thought ordering one margot kidder
Movies_&_TV,5.0,1,johnny juliette leonardo show talented remarkable
Movies_&_TV,5.0,0,love movie still hold well acting top notch directing top
Movies_&_TV,5.0,0,delivered fine packed well item arrived perfect condition good movie
Movies_&_TV,3.0,0,enjoyable movie pretty predictable not easy movie watch
Movies_&_TV,3.0,0,not moving film story good character well developed
Movies_&_TV,5.0,0,love dvd not go wrong itwatched tv first
Movies_&_TV,5.0,0,best series ever seen character good story well written
Movies_&_TV,5.0,0,elmer gantry movie adaptation book late
Movies_&_TV,5.0,0,not get enough movie character believable acting ok
Movies_&_TV,5.0,0,loved not wait watch husband love
Movies_&_TV,5.0,0,del toro genius actor lot potential film
Movies_&_TV,5.0,0,simply love detective movie ten year
Movies_&_TV,4.0,0,not watched dvd thought good enough
Movies_&_TV,3.0,0,understand movie funny also movie
Movies_&_TV,4.0,0,definitely worth watch not bad movie not lot action
Movies_&_TV,5.0,0,major fan series would say must fan
Movies_&_TV,5.0,0,must watch movie not bad movievery good movienice see couple
Movies_&_TV,5.0,0,awesome series watched also watched dozen time
Movies_&_TV,4.0,0,found best movie time not recom
Movies_&_TV,5.0,0,passionite thought provoking entertaining not child not
Movies_&_TV,5.0,0,michael clarke duncan gone movie cold
Movies_&_TV,5.0,0,great movie watched thought great movie would recommend
Movies_&_TV,5.0,0,woman rule woman authority make decision life
Movies_&_TV,1.0,0,not much plot movie fun reason gave
Movies_&_TV,2.0,0,story line wasnthe good movie made happy
Movies_&_TV,5.0,0,picture quality sound excellent movie well presented music
Movies_&_TV,5.0,0,bought daughter love also love music
Movies_&_TV,5.0,0,great love old one hope continue produce movie
Movies_&_TV,5.0,0,excellent best scene fury clemens voiceover gwyneth palt
Movies_&_TV,5.0,0,best science fiction movie ever seen love
Movies_&_TV,5.0,0,show really good love movie plot really well written
Movies_&_TV,4.0,0,enjoyed movie issue saw first time
Movies_&_TV,5.0,0,find rooting character movie filled action suspense one
Movies_&_TV,4.0,1,like apocalyptic environment run shelter fortify perfect
Movies_&_TV,4.0,1,good collection baseball mania great packed one sum love
Movies_&_TV,3.0,1,movie great except relationship green lady starlord
Movies_&_TV,4.0,1,reminded old west detail excellent make authentic looking
Movies_&_TV,5.0,1,movie good first one love
Movies_&_TV,5.0,1,great story glad watched help understand plight others
Movies_&_TV,4.0,1,fun classic movie not real deep anything beautiful clothes set
Movies_&_TV,5.0,1,enjoy reading book watching movie orphan enjoyed dvd
Movies_&_TV,5.0,1,already movie allowed get series
Movies_&_TV,5.0,1,love wes anderson movie one favorite
Movies_&_TV,5.0,1,beautiful heartwarming story good entire family
Movies_&_TV,4.0,1,great film not seen year looking forward viewing
Movies_&_TV,4.0,1,fine forgotten soft vhs look
Movies_&_TV,5.0,1,great scifi movie entertaing kid watch
Movies_&_TV,5.0,1,among best series ever watched wish many season
Movies_&_TV,5.0,1,funny series wish entire series could packaged one
Movies_&_TV,3.0,1,good acting definitely darker side guess history
Movies_&_TV,4.0,1,one sleeper keeper fine bluray minor classic
Movies_&_TV,2.0,1,submitted text required even though poking star would suffice
Movies_&_TV,5.0,1,one best english comedy series wish made
Movies_&_TV,5.0,1,love tell fantasy always leave u feeling great
Movies_&_TV,4.0,1,product arrived excellent condition great story cast highly recommended
Movies_&_TV,5.0,1,watched best second best power actor great storyline
Movies_&_TV,5.0,1,excellent quality video conversion music remains timeless romantic popular forever
Movies_&_TV,5.0,1,kick as even though shia prolly little bitch real life
Movies_&_TV,4.0,1,good movie need understand story prior watch
Movies_&_TV,5.0,1,actually replacement old one never returned
Movies_&_TV,3.0,1,like action dwayne ok not
Movies_&_TV,5.0,1,one best series movie ever made tv love
Movies_&_TV,4.0,1,funny line not quite sure film cult following
Movies_&_TV,5.0,1,excellent boxed set great price fast shipping
Movies_&_TV,5.0,1,cute sweet romance whitty character make laugh loud
Movies_&_TV,5.0,0,butter clemens last man earth
Movies_&_TV,5.0,0,wonderful christmas movie looking forward next movie love
Movies_&_TV,2.0,0,basically silly movie try funny not many people make funny
Movies_&_TV,5.0,0,love one best great movie good movie
Movies_&_TV,5.0,0,thought would seen first time movie slow lot
Movies_&_TV,5.0,0,grandchild never seen movie loved must see
Movies_&_TV,5.0,0,moving movie great acting entertaining story great plot recommend
Movies_&_TV,5.0,0,not love jaw tv saw film
Movies_&_TV,5.0,0,war movie full famous actor movie good one fan
Movies_&_TV,5.0,0,exceptional storyline acting make worth purchase keep mind
Movies_&_TV,5.0,0,great transaction fast delivery love show great kid good
Movies_&_TV,4.0,0,pretty good intense part story slow
Movies_&_TV,5.0,0,lot fun interesting first admit thought movie
Movies_&_TV,4.0,0,good action movie real shame movie not hd would
Movies_&_TV,2.0,0,not like flow movie character boring acting horrible
Movies_&_TV,5.0,0,one best movie year not everyone pretty impressed
Movies_&_TV,5.0,0,movie not come close quality theatrical release movie
Movies_&_TV,5.0,0,excellent wanted movie good one acting good
Movies_&_TV,5.0,0,good old randolph scott western entertaining movie great deal funvery good
Movies_&_TV,5.0,0,excellent married couple single lot action
Movies_&_TV,4.0,0,first part pretty good second part pretty boring hoping
Movies_&_TV,5.0,0,really enjoyed series love movie plot little
Movies_&_TV,5.0,0,really good movie bit much
Movies_&_TV,5.0,0,great movie entertaining movie watch againvery good
Movies_&_TV,5.0,0,absolutely love camelot watched movie many time always enjoyed movie
Movies_&_TV,5.0,0,really liked movie quality good movielove good
Movies_&_TV,5.0,0,pretty good movie action packed not easy movie watch fun watch
Movies_&_TV,1.0,0,not normal people enjoy movie graphic lot blood
Movies_&_TV,1.0,0,new age poop judi dench play older woman trying save son
Movies_&_TV,5.0,0,great fun indie film story good one fan
Movies_&_TV,5.0,1,exellent actingperformances lead definitely hooked story line
Movies_&_TV,4.0,1,enjoyed movie acting pretty good story
Movies_&_TV,5.0,1,many laugh someone liked seinfeld wonderful sequel
Movies_&_TV,5.0,1,favorite star trek not one bad season bunch
Movies_&_TV,4.0,1,classic film grandmother favorite one mine came quick packed well
Movies_&_TV,5.0,1,not like henry winkler one favorite
Movies_&_TV,1.0,1,terrible halfway plot still unclear whole thing need help
Movies_&_TV,5.0,1,great story line jet li played excellent role full action comedy
Movies_&_TV,5.0,1,elephant need help protection wonder natural world
Movies_&_TV,3.0,1,love watching anything smith thought directing hurt character
Movies_&_TV,5.0,1,loved episode cheering manny along everyone else
Movies_&_TV,5.0,1,movie transcend time wonderful cast brings story life
Movies_&_TV,5.0,1,love tatiana spot role
Movies_&_TV,5.0,1,maybe film time made
Movies_&_TV,5.0,1,love movie spencer williams really ahead time
Movies_&_TV,5.0,1,excellent series video useful quest lose weight home
Movies_&_TV,4.0,1,see al pacino make good movie enjoyed
Movies_&_TV,3.0,1,like old black white good story
Movies_&_TV,5.0,1,great dvd really helped back bothering
Movies_&_TV,5.0,1,great every movie fantastic tom selleck perfect movie
Movies_&_TV,3.0,1,ok get classic still ok movie
Movies_&_TV,5.0,1,still going strong season could live without british girl though
Movies_&_TV,1.0,1,b class movie script joke acting painful
Movies_&_TV,4.0,1,purchase particularly move brother love move
Movies_&_TV,5.0,1,great movie character first movie
Movies_&_TV,5.0,1,exactly wanted expected product got house quickly
Movies_&_TV,5.0,1,son love everything pokmon movie great family
Movies_&_TV,2.0,1,continuity error common plausibility story weak best
Movies_&_TV,5.0,1,love dvd perfect use day not get yoga class
Movies_&_TV,5.0,1,one time favorite right gone wind
Movies_&_TV,5.0,0,saw starz back day little surprised show
Movies_&_TV,5.0,0,really enjoyed movie story good character
Movies_&_TV,1.0,0,thought going last movie saw first time
Movies_&_TV,5.0,0,one favorite movie excellent family movievery good movienice story not
Movies_&_TV,1.0,0,not alien zombie not kind stuff
Movies_&_TV,5.0,0,excellent movie remembered seeing movie first came theater blown
Movies_&_TV,5.0,0,love anything based book movie graphic fan
Movies_&_TV,4.0,0,liked enjoyed movie good onelove good
Movies_&_TV,5.0,0,great purchase favorite mine thank good
Movies_&_TV,5.0,0,great movie wife love movie good movie
Movies_&_TV,5.0,0,tombstone series even better first one lot fun watch
Movies_&_TV,5.0,0,love bad girl much movie good onelove good
Movies_&_TV,4.0,0,good ol boy come back movie save day
Movies_&_TV,4.0,0,well done movie real problem sound overall good story
Movies_&_TV,4.0,0,bought like movie like gol
Movies_&_TV,5.0,0,love rug rat time around third time around turn volume
Movies_&_TV,5.0,0,one laughing story good one fan
Movies_&_TV,3.0,0,good movie little slow movie good onelove good
Movies_&_TV,5.0,0,period costume city amazing combination admit thought alien
Movies_&_TV,5.0,0,two great actor perfect role saw play variety role
Movies_&_TV,5.0,0,good comedy glad police caught drug business story bit different
Movies_&_TV,5.0,0,awesome show never dull moment great show not everyone
Movies_&_TV,5.0,0,love love love evan peter chemistry voice true actor
Movies_&_TV,4.0,0,esther williams movie always better one watch
Movies_&_TV,5.0,0,amazing miniseries lot action lot beautiful scenery great
Movies_&_TV,5.0,0,jack lord good movie well saw first time last night
Movies_&_TV,4.0,0,made want movie not good expected
Movies_&_TV,5.0,0,interesting make one think amazing movie story well
Movies_&_TV,1.0,1,bought cause wife like movie wife cheating witch though
Movies_&_TV,4.0,1,solid fun entertainment liked clash titan like
Movies_&_TV,5.0,1,role model comedy keep laughing movie
Movies_&_TV,5.0,1,always love behind scene stuff wwe great job
Movies_&_TV,5.0,1,not bad no written amazon web page synopsis
Movies_&_TV,5.0,1,say love movie great love
Movies_&_TV,5.0,1,really liked well done great story great sound track would watch
Movies_&_TV,5.0,1,love take back time glimpse another day
Movies_&_TV,5.0,1,fun show watch clean family show not like dirty crap today
Movies_&_TV,5.0,1,doubt proved wrong one favorite super hero movie
Movies_&_TV,1.0,1,must admit fun part budget one expects
Movies_&_TV,2.0,1,not come remotely close entertaining original hitman staring timothy olyphant
Movies_&_TV,5.0,1,one best word enjoyed lot perfect guy movie
Movies_&_TV,5.0,1,perfect christmas present family wanted movie could see
Movies_&_TV,4.0,1,great dvd full archeological find information bit long though
Movies_&_TV,5.0,1,long time since see gene aurty movie good remember
Movies_&_TV,5.0,1,interesting different twist see table turned nazi
Movies_&_TV,5.0,1,great movie highly recommend maggie smith class act
Movies_&_TV,4.0,1,opinion honeymooner one best classic timeless comedy ever made
Movies_&_TV,4.0,1,interesting realistic look dublin music scene amazing lowbudget movie mostly nonactors
Movies_&_TV,5.0,1,great documentary learned thing never knew wwii history fanatic
Movies_&_TV,5.0,1,watch series not know many time never get old
Movies_&_TV,4.0,1,oldie goodie gift daughter much loved movie past
Movies_&_TV,5.0,1,love andy griffith show knot starring miss
Movies_&_TV,3.0,1,surprising overthetop role mireille enos schwarzenegger not best overall ok
Movies_&_TV,5.0,1,thanks proud add dvd collection
Movies_&_TV,5.0,1,truly great movie wonderful special effect not wait next sequel
Movies_&_TV,5.0,1,watched movie last year enjoyed vintage outfit worn autumn reeser
Movies_&_TV,5.0,0,unique funny expectedvery funny story well
Movies_&_TV,4.0,0,wedding crasher least interesting one
Movies_&_TV,5.0,0,good movie plot long movie
Movies_&_TV,3.0,0,good movie lacking chemistry two character
Movies_&_TV,5.0,0,enjoy watching soprano thought third season bit slow
Movies_&_TV,5.0,0,wanted authentic look movie acting pretty
Movies_&_TV,2.0,0,not worth spending money not worth time good movie
Movies_&_TV,1.0,0,almost comical low budget movie not great movie kid one
Movies_&_TV,5.0,0,binged watched first three seeasons liked movie first one
Movies_&_TV,5.0,0,excellent movie watch hooked husband enjoyed
Movies_&_TV,4.0,0,ok roleplaying anything else not sure
Movies_&_TV,5.0,0,classic collection excellent movie highly recommend
Movies_&_TV,5.0,0,dvd good actual movie short actual movie pretty
Movies_&_TV,3.0,0,started interesting movie ended mess movie
Movies_&_TV,3.0,0,vet find movie entertaining not many people make end
Movies_&_TV,5.0,0,great movie really loved movie hope see future
Movies_&_TV,5.0,0,movie awesome kevin family funny also must see
Movies_&_TV,5.0,0,hello clint eastwood rosario dawson dustin hoffman scarlett johansson laurie stro
Movies_&_TV,5.0,0,work know instructor know make difference
Movies_&_TV,5.0,0,remind colussestheworldstowardsthediv
Movies_&_TV,3.0,0,ok not like movie saw first time
Movies_&_TV,5.0,0,nice entertaining older movie like one saw tv
Movies_&_TV,5.0,0,learn good price tense cost
Movies_&_TV,3.0,0,not good scrooge movie still good enough make
Movies_&_TV,5.0,0,goofy sci fi channel fun love movie plot
Movies_&_TV,4.0,1,complaint lot music changed copy right
Movies_&_TV,4.0,1,interesting flick not much like coen bros movie except weird little twist
Movies_&_TV,5.0,1,better remake glenn ford one favorite western actor
Movies_&_TV,5.0,1,movie movie wrapped one loved ty much
Movies_&_TV,5.0,1,great remake took couple watch loved story cinematography
Movies_&_TV,4.0,1,good christian movie expected would apostle john view
Movies_&_TV,3.0,1,not good overboard provide entire family belly laugh
Movies_&_TV,4.0,1,fine movie not best not worst good time killer like scifi shooter
Movies_&_TV,5.0,1,excellent danish series great character good plot wish american tv crime drama good
Movies_&_TV,5.0,1,laughed way movie watch
Movies_&_TV,5.0,1,one time favorite tv show love character interaction
Movies_&_TV,5.0,1,supurb video audio nice packaging great viewing experience great series
Movies_&_TV,5.0,1,begining age motion pictuesthis time china essential film lover
Movies_&_TV,5.0,1,fantastic documentary like action realism unbiased view undying war afganistan
Movies_&_TV,5.0,1,excellent quality michael always great love bonus disk rare treasure
Movies_&_TV,4.0,1,not believe never seen delightful see new one
Movies_&_TV,3.0,1,little average movie genre turn little boring unrealistic
Movies_&_TV,5.0,1,year old grandson love learning history time fun
Movies_&_TV,4.0,1,good flick preposterous movie add last star peter seller fan
Movies_&_TV,4.0,1,lot better expected nice pace full action
Movies_&_TV,5.0,1,even better second third time one funniest since caddy shack
Movies_&_TV,2.0,1,mile hole ground even bigger hole wednesday night
Movies_&_TV,5.0,1,great collection movie love come nice set like
Movies_&_TV,5.0,1,enjoyed first two episode much lol forward watching
Movies_&_TV,3.0,1,not even sure rate movie longer watch stranger get
Movies_&_TV,5.0,0,pinnacle star trek franchise admit disappointed
Movies_&_TV,5.0,0,loved released movie good one
Movies_&_TV,5.0,0,love show well written well acted good movie
Movies_&_TV,4.0,0,old time old movie lot history actor good
Movies_&_TV,5.0,0,perfect not edgy garbage advertised
Movies_&_TV,3.0,0,movie purchased year ago little surprised not able
Movies_&_TV,5.0,0,love movie real family movie not go wrong one
Movies_&_TV,5.0,0,well done keep guessing not many people make movie like
Movies_&_TV,3.0,0,good movie liked movie plot predictable
Movies_&_TV,5.0,0,great film love movie plot amazing
Movies_&_TV,5.0,0,wonderful story saw big screen husband enjoyed
Movies_&_TV,5.0,0,satisfied touching recommend saw movie year ago
Movies_&_TV,5.0,0,one favorite christmas movie story line good character well developed
Movies_&_TV,2.0,0,action movie movie good one movie
Movies_&_TV,5.0,0,probably goto movie whole family saw
Movies_&_TV,5.0,0,great movie love movie plot amazing
Movies_&_TV,3.0,0,trading christmas successful bunch not sure would
Movies_&_TV,5.0,0,classic saw year ago saw first time last night
Movies_&_TV,4.0,0,good like last movie movie long
Movies_&_TV,5.0,0,said movie movie good lot action
Movies_&_TV,5.0,0,series final not expected character boring acting horrible
Movies_&_TV,5.0,0,movie short compared original movie group student go
Movies_&_TV,5.0,0,movie like no character good story well told
Movies_&_TV,5.0,0,must anyone enjoys sherlock holmes series first one
Movies_&_TV,5.0,0,no matter old one feel nostalgia time movie made
Movies_&_TV,4.0,1,somewhat harsher previous movie good movie overall lot laugh action
Movies_&_TV,4.0,1,funny touching atkins delivers beyond one would consider comic
Movies_&_TV,4.0,1,fogotten jaw ing movie scary intense dramatic wow great watch
Movies_&_TV,3.0,1,started good end big let liberal taste
Movies_&_TV,5.0,1,received great shape played great cute story cooking caring little romance
Movies_&_TV,5.0,1,funny movie daughter enjoyed waiting part ii come
Movies_&_TV,5.0,1,enjoyed movie glad look holiday season
Movies_&_TV,5.0,1,season better acting little action watch season first
Movies_&_TV,5.0,1,seriously worth watching not believe actually voice amazing
Movies_&_TV,5.0,1,acting movie nd none one top movie
Movies_&_TV,1.0,1,acting good story line terrible unrealistic confusing
Movies_&_TV,4.0,1,actually liked movie hokey fun clean make sense
Movies_&_TV,2.0,1,disappointed not follow book book well written page turner
Movies_&_TV,3.0,1,not captured movie others son boy enjoyed
Movies_&_TV,5.0,1,absolutely love twilight zone people wrote show best storyteller ever
Movies_&_TV,5.0,1,movie favorite great package deal inspirational touching story christmas
Movies_&_TV,5.0,1,excellent real tear jerker sad movie gave lot think
Movies_&_TV,5.0,1,great movie saw stage play several time movie not let
Movies_&_TV,5.0,1,shame disney cancel superior tv show atleast get final episode
Movies_&_TV,5.0,1,one favorite movie catmouse crook game awesome cast
Movies_&_TV,5.0,1,saw movie theater funny gon na future classic
Movies_&_TV,5.0,1,love xmen movie one not disappoint already watched time
Movies_&_TV,4.0,1,good story suspense intrigue finally revenge end good story set louisianna
Movies_&_TV,4.0,1,story dated considering made anecdote alfred fun see
Movies_&_TV,5.0,1,terrific girl night movie break pizza popcorn candy maybe wine
Movies_&_TV,5.0,0,player change story take character new place
Movies_&_TV,1.0,0,supposedly classic downright awful movie bad not whole lot
Movies_&_TV,5.0,0,best action series ever seen story well
Movies_&_TV,5.0,0,reminded time movie lot fun
Movies_&_TV,5.0,0,great story young old movie good onelove good
Movies_&_TV,1.0,0,thought movie caught eye admit thought
Movies_&_TV,5.0,0,fabulous portrayal word made screen happy
Movies_&_TV,5.0,0,took last minute movie decided spend small screen
Movies_&_TV,5.0,0,ringo movie ringo
Movies_&_TV,5.0,0,really enjoyed not bad movie not lot action
Movies_&_TV,3.0,0,cute movie love movie husband enjoyed
Movies_&_TV,5.0,0,loved grandson watched movie together year
Movies_&_TV,5.0,0,wish continued series problem couple episode long
Movies_&_TV,2.0,0,much whining much time wasted many unnecessary scene waste
Movies_&_TV,1.0,0,bunch unattractive guy go local bar decide hook local girl
Movies_&_TV,5.0,0,one favorite movie one favorite movie last
Movies_&_TV,4.0,0,good show not find entertaining not child would not recommend
Movies_&_TV,3.0,0,not entertaining hoped still nice ride recommend
Movies_&_TV,5.0,0,great collection american classic tv show lot good historygreatthis movie one
Movies_&_TV,4.0,0,good movie pixar lover excellent movie lot action
Movies_&_TV,5.0,0,first film ok not great movievery good movienice story not
Movies_&_TV,5.0,0,giving star not make movie saw first time
Movies_&_TV,5.0,0,love one piece see watched movie nd viewing
Movies_&_TV,5.0,0,haunted house real shame story boring acting horrible
Movies_&_TV,4.0,1,like tom cruise action movie movie met expectation see would not disappoint
Movies_&_TV,1.0,1,grsiny picture dissapointed cut half original version not waste money
Movies_&_TV,2.0,1,watched min still no idea movie might go
Movies_&_TV,5.0,1,one best clint eastwood movie time enjoyed third time
Movies_&_TV,4.0,1,say really good flick day charlton heston really played
Movies_&_TV,3.0,1,way many superfluous f bomb interesting story decent actor lot sci fi action
Movies_&_TV,5.0,1,cool look older movie seems new one every year
Movies_&_TV,5.0,1,walter matthau best playing three character find hotel
Movies_&_TV,5.0,1,movie great hold one attention showing greatness kojak work
Movies_&_TV,5.0,1,strong great movie acting well done well made movie
Movies_&_TV,5.0,1,great kept original sound mix not modify home theatre system
Movies_&_TV,5.0,1,mob upset elliot ness untouchable trail best crime series ever
Movies_&_TV,5.0,1,suffer ptsd said film brought tear eye hard hitting well done
Movies_&_TV,5.0,1,earth echo hd cute enjoyed hope second one
Movies_&_TV,5.0,1,always really enjoyed great family time action comedy little sad part highly recommended
Movies_&_TV,4.0,1,complaint not play option play one separately
Movies_&_TV,5.0,1,imagery amazing year old love movie quote often
Movies_&_TV,2.0,1,pretty poor transfer maybe better nothing still could not make transfer look better fuzzy
Movies_&_TV,5.0,1,movie outstanding actor great several oscar earned
Movies_&_TV,5.0,1,jack palance jack palance wonderful story great acting print quality good
Movies_&_TV,3.0,1,ok story line recieved quickly seller better korean movie would not purchase though
Movies_&_TV,5.0,1,highly recommend midsomer murder like mystery enjoy often
Movies_&_TV,4.0,1,good movie no near best franchise still good expecting
Movies_&_TV,5.0,1,entertaining different amy adam good job not believe reese offered role
Movies_&_TV,4.0,0,good story line completes book highly recommend series
Movies_&_TV,3.0,0,saw theater thought pretty good acting pretty good
Movies_&_TV,4.0,0,remember seeing portion movie released blown away
Movies_&_TV,5.0,0,fantastically sensual movie not disappoint two woman lovely actor
Movies_&_TV,5.0,0,son really enjoyed liked movie husband also enjoyed
Movies_&_TV,5.0,0,year old never married lot problem marriage
Movies_&_TV,5.0,0,love christmas adventure interesting fun time make new christmas movie
Movies_&_TV,1.0,0,skipped movie slow
Movies_&_TV,4.0,0,actually really good movie lot action lot beautiful scenery
Movies_&_TV,5.0,0,movie hard time understanding character boring acting horrible
Movies_&_TV,4.0,0,good movie not best good story bit
Movies_&_TV,5.0,0,great concept great movie not many people make movie like
Movies_&_TV,5.0,0,funny yet touching movie make laugh saw first time last night
Movies_&_TV,5.0,0,well done series beginning end not many boring episode good time
Movies_&_TV,5.0,0,like enjoy movie love movie fan
Movies_&_TV,5.0,0,perfect product not original movie need wait next
Movies_&_TV,5.0,0,arrived time described shipping good condition
Movies_&_TV,5.0,0,cool move little scary little scary little scary
Movies_&_TV,3.0,0,way would bought saw vhs
Movies_&_TV,5.0,0,long time duran fan concert c dan farrow r
Movies_&_TV,5.0,0,could not lose focus movie character believable acting ok
Movies_&_TV,5.0,0,got gift buying morelove itlove good
Movies_&_TV,2.0,1,might known puerile taste although number sophisticated adult loved
Movies_&_TV,5.0,1,paul g great wonderful story man true patriot impeccable integrity
Movies_&_TV,4.0,1,much respect luminary scientist movie made appreciate contribution sacrifice even
Movies_&_TV,5.0,1,tunnel scene slamming bat wall tear must
Movies_&_TV,5.0,1,love series missed last two episode happy purchase
Movies_&_TV,3.0,1,nothing write home good try interesting moment otherwise dull boring
Movies_&_TV,5.0,1,love show problem wait become available u
Movies_&_TV,4.0,1,good movie not wait see new one not lot curse word action packed highly recommended
Movies_&_TV,3.0,1,movie simply enjoy work hugh laurie plot beneath
Movies_&_TV,5.0,1,much better last superman reboot love pretend like last one never even happened
Movies_&_TV,5.0,1,loved movie not wife enjoy seeing elvis singing song loved scenery hawaii
Movies_&_TV,5.0,1,well put together good thriller full action suspense drama bit violent interesting
Movies_&_TV,5.0,1,biblical movie good scriptural ordered two mistake one sent back
Movies_&_TV,3.0,1,teenage daughter wanted watch would not pick not kind movie
Movies_&_TV,1.0,1,god name used vain ruined totally unnecessary hollywood use lord name vain
Movies_&_TV,5.0,1,superb example kevin work know side hurt rewinding hear joke second third time
Movies_&_TV,5.0,1,max von sydow great little known classiccheck one think dig
Movies_&_TV,4.0,1,interesting piece history movie perspective conspirator involved never charged
Movies_&_TV,5.0,1,one favorite john ford directed john wayne acted movie beautiful scene monument valley utah
Movies_&_TV,5.0,1,nostalgic trip back early day technicolor big star big music
Movies_&_TV,5.0,1,good movie not bobby also history golf augusta
Movies_&_TV,3.0,1,added compleat collection good entertainment rotten tomato something different
Movies_&_TV,4.0,1,mostly english speak spanish english subtitle appear good
Movies_&_TV,5.0,0,love abby ncis love movie saw tv
Movies_&_TV,5.0,0,bg funny amazing movie must see actor awesome
Movies_&_TV,1.0,0,bomb not put bomb chamber ruin world next one
Movies_&_TV,5.0,0,moving movie project real believable believable history movie
Movies_&_TV,5.0,0,mom liked actor played detective liked actor played sheriff
Movies_&_TV,3.0,0,spending untold hour movie feel cheated story bit different
Movies_&_TV,3.0,0,disappointed favorite young woman let go admit thought movie
Movies_&_TV,5.0,0,always loved knight rider first came keep eye peeled next
Movies_&_TV,5.0,0,great story line great acting entertaining story line watch
Movies_&_TV,4.0,0,great workout since workout routine keep mind
Movies_&_TV,4.0,0,watched cause saw cant wait come dvd
Movies_&_TV,5.0,0,like film noir movie watch like clue
Movies_&_TV,5.0,0,share childhood favorite movie let u know think movie one
Movies_&_TV,5.0,0,loved film saw theater loved must see
Movies_&_TV,4.0,0,learned lot movie movie also learned actor
Movies_&_TV,5.0,0,saw came thought pretty good thought
Movies_&_TV,1.0,0,dvd skip section not look like opening credit movie
Movies_&_TV,5.0,0,excellent movie not think movie good first
Movies_&_TV,3.0,0,no real star saw movie slow many scene
Movies_&_TV,2.0,0,woman pretty intense best world strong
Movies_&_TV,5.0,0,purchased daughter love also love music
Movies_&_TV,4.0,0,movie scary love movie plot well written
Movies_&_TV,5.0,0,great movie love movie husband enjoyed
Movies_&_TV,5.0,0,got rid much waste time
Movies_&_TV,5.0,0,fun movie young old lot action lot humorvery good
Movies_&_TV,4.0,0,great family movie story good character believable
Movies_&_TV,4.0,0,continuation scream series story bit different original
Movies_&_TV,5.0,0,not no not know movie kind slow
Movies_&_TV,5.0,0,not usual depliction movie movie bit boring acting
Movies_&_TV,5.0,0,lesson learned good movie acting pretty good
Movies_&_TV,3.0,0,good movie younger generation story good character well developed
Movies_&_TV,5.0,0,thank u love moviegreat movie good movienice story not
Movies_&_TV,5.0,0,great movie full action great movie husband enjoyed
Movies_&_TV,4.0,0,headline say guy movie adaptation book great writer
Movies_&_TV,5.0,0,not much say really time money love movie
Movies_&_TV,5.0,0,make life better waking dead movie one
Movies_&_TV,5.0,0,missed betty child dad detective always
Movies_&_TV,5.0,0,great dvd novice professional alike good movie good movie
Movies_&_TV,5.0,0,great documentry entertaining movie watch
Movies_&_TV,5.0,0,great action movie enjoyed ever sincegreat movie good movienice story not
Movies_&_TV,5.0,0,four great comedy one viewing problem first hour
Movies_&_TV,5.0,1,gift hope good good review love english style detective show
Movies_&_TV,1.0,1,not cup tea know romcoms stink gave one chance bad idea
Movies_&_TV,1.0,1,not like horror flick predictable beginning end not waste time
Movies_&_TV,4.0,1,brief slice life lot missing term background explain motivation still worth watching
Movies_&_TV,5.0,1,moving powerful film moving powerful subject perfect combination subject performance
